file_name,input_path,output_path,start_time,end_time,person,gender,age,result
2018-03-19_1600_US_CNN_Inside_Politics,/mnt/rds/redhen/gallina/tv/2018/2018-03/2018-03-19/2018-03-19_1600_US_CNN_Inside_Politics.mp4,./snippets/2018-03-19_1600_US_CNN_Inside_Politics_1792.98-1802.36_Brad_Parscale.mp4,1792.98,1802.36,Brad_Parscale,male,42,finished
2018-02-24_0200_US_CNN_Anderson_Cooper_360,/mnt/rds/redhen/gallina/tv/2018/2018-02/2018-02-24/2018-02-24_0200_US_CNN_Anderson_Cooper_360.mp4,./snippets/2018-02-24_0200_US_CNN_Anderson_Cooper_360_1126.15-1146.15_Paris_Dennard.mp4,1126.15,1146.15,Paris_Dennard,male,35,finished
2018-03-06_0200_US_CNN_Anderson_Cooper_360,/mnt/rds/redhen/gallina/tv/2018/2018-03/2018-03-06/2018-03-06_0200_US_CNN_Anderson_Cooper_360.mp4,./snippets/2018-03-06_0200_US_CNN_Anderson_Cooper_360_1984.3-2004.3_Paris_Dennard.mp4,1984.3,2004.3,Paris_Dennard,male,35,finished
2018-08-14_0000_US_CNN_Anderson_Cooper_360,/mnt/rds/redhen/gallina/tv/2018/2018-08/2018-08-14/2018-08-14_0000_US_CNN_Anderson_Cooper_360.mp4,./snippets/2018-08-14_0000_US_CNN_Anderson_Cooper_360_3412.15-3417.559999_Jason_Kessler.mp4,3412.15,3417.559999,Jason_Kessler,male,34,finished
2018-08-14_0000_US_CNN_Anderson_Cooper_360,/mnt/rds/redhen/gallina/tv/2018/2018-08/2018-08-14/2018-08-14_0000_US_CNN_Anderson_Cooper_360.mp4,./snippets/2018-08-14_0000_US_CNN_Anderson_Cooper_360_3440.239999-3452.929999_Jason_Kessler.mp4,3440.239999,3452.929999,Jason_Kessler,male,34,finished
2018-08-08_1700_US_CNN_Wolf,/mnt/rds/redhen/gallina/tv/2018/2018-08/2018-08-08/2018-08-08_1700_US_CNN_Wolf.mp4,./snippets/2018-08-08_1700_US_CNN_Wolf_39.17-69.17_Geoffrey_Berman.mp4,39.17,69.17,Geoffrey_Berman,male,58,finished
2018-08-08_2000_US_CNN_The_Lead_With_Jake_Tapper,/mnt/rds/redhen/gallina/tv/2018/2018-08/2018-08-08/2018-08-08_2000_US_CNN_The_Lead_With_Jake_Tapper.mp4,./snippets/2018-08-08_2000_US_CNN_The_Lead_With_Jake_Tapper_278.24-300.219999_Geoffrey_Berman.mp4,278.24,300.219999,Geoffrey_Berman,male,58,finished
2018-08-08_2000_US_CNN_The_Lead_With_Jake_Tapper,/mnt/rds/redhen/gallina/tv/2018/2018-08/2018-08-08/2018-08-08_2000_US_CNN_The_Lead_With_Jake_Tapper.mp4,./snippets/2018-08-08_2000_US_CNN_The_Lead_With_Jake_Tapper_355.45-378.49_Geoffrey_Berman.mp4,355.45,378.49,Geoffrey_Berman,male,58,finished
2018-02-22_0100_US_CNN_Anderson_Cooper_360,/mnt/rds/redhen/gallina/tv/2018/2018-02/2018-02-22/2018-02-22_0100_US_CNN_Anderson_Cooper_360.mp4,./snippets/2018-02-22_0100_US_CNN_Anderson_Cooper_360_141.07-151.48_Andrew_Pollack.mp4,141.07,151.48,Andrew_Pollack,male,52,finished
2018-02-22_0100_US_CNN_Anderson_Cooper_360,/mnt/rds/redhen/gallina/tv/2018/2018-02/2018-02-22/2018-02-22_0100_US_CNN_Anderson_Cooper_360.mp4,./snippets/2018-02-22_0100_US_CNN_Anderson_Cooper_360_99.62-129.62_Andrew_Pollack.mp4,99.62,129.62,Andrew_Pollack,male,52,finished
2018-02-22_2100_US_CNN_The_Lead_With_Jake_Tapper,/mnt/rds/redhen/gallina/tv/2018/2018-02/2018-02-22/2018-02-22_2100_US_CNN_The_Lead_With_Jake_Tapper.mp4,./snippets/2018-02-22_2100_US_CNN_The_Lead_With_Jake_Tapper_221.78-225.62_Andrew_Pollack.mp4,221.78,225.62,Andrew_Pollack,male,52,finished
2018-02-25_1300_US_CNN_Inside_Politics,/mnt/rds/redhen/gallina/tv/2018/2018-02/2018-02-25/2018-02-25_1300_US_CNN_Inside_Politics.mp4,./snippets/2018-02-25_1300_US_CNN_Inside_Politics_1146.359999-1168.34_Andrew_Pollack.mp4,1146.359999,1168.34,Andrew_Pollack,male,52,finished
2018-02-16_2100_US_CNN_The_Lead_With_Jake_Tapper,/mnt/rds/redhen/gallina/tv/2018/2018-02/2018-02-16/2018-02-16_2100_US_CNN_The_Lead_With_Jake_Tapper.mp4,./snippets/2018-02-16_2100_US_CNN_The_Lead_With_Jake_Tapper_1679.11-1685.09_Fred_Guttenberg.mp4,1679.11,1685.09,Fred_Guttenberg,male,52,finished
2018-02-16_2100_US_CNN_The_Lead_With_Jake_Tapper,/mnt/rds/redhen/gallina/tv/2018/2018-02/2018-02-16/2018-02-16_2100_US_CNN_The_Lead_With_Jake_Tapper.mp4,./snippets/2018-02-16_2100_US_CNN_The_Lead_With_Jake_Tapper_1691.139999-1701.58_Fred_Guttenberg.mp4,1691.139999,1701.58,Fred_Guttenberg,male,52,finished
2018-02-22_2100_US_CNN_The_Lead_With_Jake_Tapper,/mnt/rds/redhen/gallina/tv/2018/2018-02/2018-02-22/2018-02-22_2100_US_CNN_The_Lead_With_Jake_Tapper.mp4,./snippets/2018-02-22_2100_US_CNN_The_Lead_With_Jake_Tapper_2839.03-2844.889999_Fred_Guttenberg.mp4,2839.03,2844.889999,Fred_Guttenberg,male,52,finished
2018-02-26_2100_US_CNN_The_Lead_With_Jake_Tapper,/mnt/rds/redhen/gallina/tv/2018/2018-02/2018-02-26/2018-02-26_2100_US_CNN_The_Lead_With_Jake_Tapper.mp4,./snippets/2018-02-26_2100_US_CNN_The_Lead_With_Jake_Tapper_1410.18-1419.23_Fred_Guttenberg.mp4,1410.18,1419.23,Fred_Guttenberg,male,52,finished
2018-03-11_1000_US_CNN_New_Day_Sunday,/mnt/rds/redhen/gallina/tv/2018/2018-03/2018-03-11/2018-03-11_1000_US_CNN_New_Day_Sunday.mp4,./snippets/2018-03-11_1000_US_CNN_New_Day_Sunday_3146.139999-3162.79_Fred_Guttenberg.mp4,3146.139999,3162.79,Fred_Guttenberg,male,52,finished
2018-05-18_2000_US_CNN_The_Lead_With_Jake_Tapper,/mnt/rds/redhen/gallina/tv/2018/2018-05/2018-05-18/2018-05-18_2000_US_CNN_The_Lead_With_Jake_Tapper.mp4,./snippets/2018-05-18_2000_US_CNN_The_Lead_With_Jake_Tapper_2397.34-2427.34_Fred_Guttenberg.mp4,2397.34,2427.34,Fred_Guttenberg,male,52,finished
2018-05-18_2000_US_CNN_The_Lead_With_Jake_Tapper,/mnt/rds/redhen/gallina/tv/2018/2018-05/2018-05-18/2018-05-18_2000_US_CNN_The_Lead_With_Jake_Tapper.mp4,./snippets/2018-05-18_2000_US_CNN_The_Lead_With_Jake_Tapper_2466.769999-2496.769999_Fred_Guttenberg.mp4,2466.769999,2496.769999,Fred_Guttenberg,male,52,finished
2018-05-18_2000_US_CNN_The_Lead_With_Jake_Tapper,/mnt/rds/redhen/gallina/tv/2018/2018-05/2018-05-18/2018-05-18_2000_US_CNN_The_Lead_With_Jake_Tapper.mp4,./snippets/2018-05-18_2000_US_CNN_The_Lead_With_Jake_Tapper_2644.609999-2674.609999_Fred_Guttenberg.mp4,2644.609999,2674.609999,Fred_Guttenberg,male,52,finished
2018-03-13_0100_US_CNN_Anderson_Cooper_360,/mnt/rds/redhen/gallina/tv/2018/2018-03/2018-03-13/2018-03-13_0100_US_CNN_Anderson_Cooper_360.mp4,./snippets/2018-03-13_0100_US_CNN_Anderson_Cooper_360_1317.41-1325.96_Paris_Dennard.mp4,1317.41,1325.96,Paris_Dennard,male,35,finished
2018-03-28_0000_US_CNN_Anderson_Cooper_360,/mnt/rds/redhen/gallina/tv/2018/2018-03/2018-03-28/2018-03-28_0000_US_CNN_Anderson_Cooper_360.mp4,./snippets/2018-03-28_0000_US_CNN_Anderson_Cooper_360_753.0500000000001-771.04_Paris_Dennard.mp4,753.0500000000000,771.04,Paris_Dennard,male,35,finished
2018-03-28_0000_US_CNN_Anderson_Cooper_360,/mnt/rds/redhen/gallina/tv/2018/2018-03/2018-03-28/2018-03-28_0000_US_CNN_Anderson_Cooper_360.mp4,./snippets/2018-03-28_0000_US_CNN_Anderson_Cooper_360_779.26-799.23_Paris_Dennard.mp4,779.26,799.23,Paris_Dennard,male,35,finished
2018-03-29_0100_US_CNN_Anderson_Cooper_360,/mnt/rds/redhen/gallina/tv/2018/2018-03/2018-03-29/2018-03-29_0100_US_CNN_Anderson_Cooper_360.mp4,./snippets/2018-03-29_0100_US_CNN_Anderson_Cooper_360_1784.12-1804.12_Paris_Dennard.mp4,1784.12,1804.12,Paris_Dennard,male,35,finished
2018-03-29_0100_US_CNN_Anderson_Cooper_360,/mnt/rds/redhen/gallina/tv/2018/2018-03/2018-03-29/2018-03-29_0100_US_CNN_Anderson_Cooper_360.mp4,./snippets/2018-03-29_0100_US_CNN_Anderson_Cooper_360_2007.93-2020.7_Paris_Dennard.mp4,2007.93,2020.7,Paris_Dennard,male,35,finished
2018-04-05_0100_US_CNN_Anderson_Cooper_360,/mnt/rds/redhen/gallina/tv/2018/2018-04/2018-04-05/2018-04-05_0100_US_CNN_Anderson_Cooper_360.mp4,./snippets/2018-04-05_0100_US_CNN_Anderson_Cooper_360_2343.78-2363.78_Paris_Dennard.mp4,2343.78,2363.78,Paris_Dennard,male,35,finished
2018-04-07_0100_US_CNN_Anderson_Cooper_360,/mnt/rds/redhen/gallina/tv/2018/2018-04/2018-04-07/2018-04-07_0100_US_CNN_Anderson_Cooper_360.mp4,./snippets/2018-04-07_0100_US_CNN_Anderson_Cooper_360_2679.69-2699.69_Paris_Dennard.mp4,2679.69,2699.69,Paris_Dennard,male,35,finished
2018-04-07_0100_US_CNN_Anderson_Cooper_360,/mnt/rds/redhen/gallina/tv/2018/2018-04/2018-04-07/2018-04-07_0100_US_CNN_Anderson_Cooper_360.mp4,./snippets/2018-04-07_0100_US_CNN_Anderson_Cooper_360_2736.32-2741.55_Paris_Dennard.mp4,2736.32,2741.55,Paris_Dennard,male,35,finished
2018-05-01_0100_US_CNN_Anderson_Cooper_360,/mnt/rds/redhen/gallina/tv/2018/2018-05/2018-05-01/2018-05-01_0100_US_CNN_Anderson_Cooper_360.mp4,./snippets/2018-05-01_0100_US_CNN_Anderson_Cooper_360_3291.8399990000003-3301.79_Paris_Dennard.mp4,3291.8399990000000,3301.79,Paris_Dennard,male,35,finished
2018-05-05_0100_US_CNN_Anderson_Cooper_360,/mnt/rds/redhen/gallina/tv/2018/2018-05/2018-05-05/2018-05-05_0100_US_CNN_Anderson_Cooper_360.mp4,./snippets/2018-05-05_0100_US_CNN_Anderson_Cooper_360_440.139999-460.139999_Paris_Dennard.mp4,440.139999,460.139999,Paris_Dennard,male,35,finished
2018-05-05_0100_US_CNN_Anderson_Cooper_360,/mnt/rds/redhen/gallina/tv/2018/2018-05/2018-05-05/2018-05-05_0100_US_CNN_Anderson_Cooper_360.mp4,./snippets/2018-05-05_0100_US_CNN_Anderson_Cooper_360_643.349999-663.349999_Paris_Dennard.mp4,643.349999,663.349999,Paris_Dennard,male,35,finished
2018-05-08_0100_US_CNN_Anderson_Cooper_360,/mnt/rds/redhen/gallina/tv/2018/2018-05/2018-05-08/2018-05-08_0100_US_CNN_Anderson_Cooper_360.mp4,./snippets/2018-05-08_0100_US_CNN_Anderson_Cooper_360_2084.91-2104.91_Paris_Dennard.mp4,2084.91,2104.91,Paris_Dennard,male,35,finished
2018-05-08_0100_US_CNN_Anderson_Cooper_360,/mnt/rds/redhen/gallina/tv/2018/2018-05/2018-05-08/2018-05-08_0100_US_CNN_Anderson_Cooper_360.mp4,./snippets/2018-05-08_0100_US_CNN_Anderson_Cooper_360_2121.19-2135.79_Paris_Dennard.mp4,2121.19,2135.79,Paris_Dennard,male,35,finished
2018-05-12_0000_US_CNN_Anderson_Cooper_360,/mnt/rds/redhen/gallina/tv/2018/2018-05/2018-05-12/2018-05-12_0000_US_CNN_Anderson_Cooper_360.mp4,./snippets/2018-05-12_0000_US_CNN_Anderson_Cooper_360_564.55-584.55_Paris_Dennard.mp4,564.55,584.55,Paris_Dennard,male,35,finished
2018-05-26_0100_US_CNN_Anderson_Cooper_360,/mnt/rds/redhen/gallina/tv/2018/2018-05/2018-05-26/2018-05-26_0100_US_CNN_Anderson_Cooper_360.mp4,./snippets/2018-05-26_0100_US_CNN_Anderson_Cooper_360_1234.809999-1251.21_Paris_Dennard.mp4,1234.809999,1251.21,Paris_Dennard,male,35,finished
2018-05-26_0100_US_CNN_Anderson_Cooper_360,/mnt/rds/redhen/gallina/tv/2018/2018-05/2018-05-26/2018-05-26_0100_US_CNN_Anderson_Cooper_360.mp4,./snippets/2018-05-26_0100_US_CNN_Anderson_Cooper_360_1259.73-1265.48_Paris_Dennard.mp4,1259.73,1265.48,Paris_Dennard,male,35,finished
2018-05-31_0100_US_CNN_Anderson_Cooper_360,/mnt/rds/redhen/gallina/tv/2018/2018-05/2018-05-31/2018-05-31_0100_US_CNN_Anderson_Cooper_360.mp4,./snippets/2018-05-31_0100_US_CNN_Anderson_Cooper_360_3218.469999-3227.98_Paris_Dennard.mp4,3218.469999,3227.98,Paris_Dennard,male,35,finished
2018-05-31_0100_US_CNN_Anderson_Cooper_360,/mnt/rds/redhen/gallina/tv/2018/2018-05/2018-05-31/2018-05-31_0100_US_CNN_Anderson_Cooper_360.mp4,./snippets/2018-05-31_0100_US_CNN_Anderson_Cooper_360_534.88-540.6_Paris_Dennard.mp4,534.88,540.6,Paris_Dennard,male,35,finished
2018-09-25_0100_US_CNN_Cuomo_Prime_Time,/mnt/rds/redhen/gallina/tv/2018/2018-09/2018-09-25/2018-09-25_0100_US_CNN_Cuomo_Prime_Time.mp4,./snippets/2018-09-25_0100_US_CNN_Cuomo_Prime_Time_2201.31-2222.04_Rob_Goldstone.mp4,2201.31,2222.04,Rob_Goldstone,male,57,finished
2018-09-25_0100_US_CNN_Cuomo_Prime_Time,/mnt/rds/redhen/gallina/tv/2018/2018-09/2018-09-25/2018-09-25_0100_US_CNN_Cuomo_Prime_Time.mp4,./snippets/2018-09-25_0100_US_CNN_Cuomo_Prime_Time_2232.98-2244.759999_Rob_Goldstone.mp4,2232.98,2244.759999,Rob_Goldstone,male,57,finished
2018-09-25_0100_US_CNN_Cuomo_Prime_Time,/mnt/rds/redhen/gallina/tv/2018/2018-09/2018-09-25/2018-09-25_0100_US_CNN_Cuomo_Prime_Time.mp4,./snippets/2018-09-25_0100_US_CNN_Cuomo_Prime_Time_2248.959999-2278.959999_Rob_Goldstone.mp4,2248.959999,2278.959999,Rob_Goldstone,male,57,finished
2018-09-25_0100_US_CNN_Cuomo_Prime_Time,/mnt/rds/redhen/gallina/tv/2018/2018-09/2018-09-25/2018-09-25_0100_US_CNN_Cuomo_Prime_Time.mp4,./snippets/2018-09-25_0100_US_CNN_Cuomo_Prime_Time_2305.87-2325.98_Rob_Goldstone.mp4,2305.87,2325.98,Rob_Goldstone,male,57,finished
2018-09-25_0100_US_CNN_Cuomo_Prime_Time,/mnt/rds/redhen/gallina/tv/2018/2018-09/2018-09-25/2018-09-25_0100_US_CNN_Cuomo_Prime_Time.mp4,./snippets/2018-09-25_0100_US_CNN_Cuomo_Prime_Time_2329.05-2355.99_Rob_Goldstone.mp4,2329.05,2355.99,Rob_Goldstone,male,57,finished
2018-09-25_0100_US_CNN_Cuomo_Prime_Time,/mnt/rds/redhen/gallina/tv/2018/2018-09/2018-09-25/2018-09-25_0100_US_CNN_Cuomo_Prime_Time.mp4,./snippets/2018-09-25_0100_US_CNN_Cuomo_Prime_Time_2388.86-2418.86_Rob_Goldstone.mp4,2388.86,2418.86,Rob_Goldstone,male,57,finished
2018-09-25_0100_US_CNN_Cuomo_Prime_Time,/mnt/rds/redhen/gallina/tv/2018/2018-09/2018-09-25/2018-09-25_0100_US_CNN_Cuomo_Prime_Time.mp4,./snippets/2018-09-25_0100_US_CNN_Cuomo_Prime_Time_2435.37-2451.31_Rob_Goldstone.mp4,2435.37,2451.31,Rob_Goldstone,male,57,finished
2018-09-25_0100_US_CNN_Cuomo_Prime_Time,/mnt/rds/redhen/gallina/tv/2018/2018-09/2018-09-25/2018-09-25_0100_US_CNN_Cuomo_Prime_Time.mp4,./snippets/2018-09-25_0100_US_CNN_Cuomo_Prime_Time_2460.87-2488.84_Rob_Goldstone.mp4,2460.87,2488.84,Rob_Goldstone,male,57,finished
2018-09-25_0100_US_CNN_Cuomo_Prime_Time,/mnt/rds/redhen/gallina/tv/2018/2018-09/2018-09-25/2018-09-25_0100_US_CNN_Cuomo_Prime_Time.mp4,./snippets/2018-09-25_0100_US_CNN_Cuomo_Prime_Time_2510.79-2540.79_Rob_Goldstone.mp4,2510.79,2540.79,Rob_Goldstone,male,57,finished
2018-09-25_0100_US_CNN_Cuomo_Prime_Time,/mnt/rds/redhen/gallina/tv/2018/2018-09/2018-09-25/2018-09-25_0100_US_CNN_Cuomo_Prime_Time.mp4,./snippets/2018-09-25_0100_US_CNN_Cuomo_Prime_Time_2556.01-2579.11_Rob_Goldstone.mp4,2556.01,2579.11,Rob_Goldstone,male,57,finished
2018-09-25_0100_US_CNN_Cuomo_Prime_Time,/mnt/rds/redhen/gallina/tv/2018/2018-09/2018-09-25/2018-09-25_0100_US_CNN_Cuomo_Prime_Time.mp4,./snippets/2018-09-25_0100_US_CNN_Cuomo_Prime_Time_2579.45-2585.39_Rob_Goldstone.mp4,2579.45,2585.39,Rob_Goldstone,male,57,finished
2018-09-25_0100_US_CNN_Cuomo_Prime_Time,/mnt/rds/redhen/gallina/tv/2018/2018-09/2018-09-25/2018-09-25_0100_US_CNN_Cuomo_Prime_Time.mp4,./snippets/2018-09-25_0100_US_CNN_Cuomo_Prime_Time_2606.95-2636.95_Rob_Goldstone.mp4,2606.95,2636.95,Rob_Goldstone,male,57,finished
2018-09-25_0100_US_CNN_Cuomo_Prime_Time,/mnt/rds/redhen/gallina/tv/2018/2018-09/2018-09-25/2018-09-25_0100_US_CNN_Cuomo_Prime_Time.mp4,./snippets/2018-09-25_0100_US_CNN_Cuomo_Prime_Time_2675.309999-2678.69_Rob_Goldstone.mp4,2675.309999,2678.69,Rob_Goldstone,male,57,finished
2018-09-25_0100_US_CNN_Cuomo_Prime_Time,/mnt/rds/redhen/gallina/tv/2018/2018-09/2018-09-25/2018-09-25_0100_US_CNN_Cuomo_Prime_Time.mp4,./snippets/2018-09-25_0100_US_CNN_Cuomo_Prime_Time_2687.64-2705.13_Rob_Goldstone.mp4,2687.64,2705.13,Rob_Goldstone,male,57,finished
2018-09-25_0100_US_CNN_Cuomo_Prime_Time,/mnt/rds/redhen/gallina/tv/2018/2018-09/2018-09-25/2018-09-25_0100_US_CNN_Cuomo_Prime_Time.mp4,./snippets/2018-09-25_0100_US_CNN_Cuomo_Prime_Time_2717.42-2724.28_Rob_Goldstone.mp4,2717.42,2724.28,Rob_Goldstone,male,57,finished
2018-09-25_0100_US_CNN_Cuomo_Prime_Time,/mnt/rds/redhen/gallina/tv/2018/2018-09/2018-09-25/2018-09-25_0100_US_CNN_Cuomo_Prime_Time.mp4,./snippets/2018-09-25_0100_US_CNN_Cuomo_Prime_Time_2724.55-2754.55_Rob_Goldstone.mp4,2724.55,2754.55,Rob_Goldstone,male,57,finished
2018-05-06_1100_US_CNN_New_Day_Sunday,/mnt/rds/redhen/gallina/tv/2018/2018-05/2018-05-06/2018-05-06_1100_US_CNN_New_Day_Sunday.mp4,./snippets/2018-05-06_1100_US_CNN_New_Day_Sunday_2556.969999-2586.969999_Carmen_Gentile.mp4,2556.969999,2586.969999,Carmen_Gentile,male,43,finished
2018-05-06_1100_US_CNN_New_Day_Sunday,/mnt/rds/redhen/gallina/tv/2018/2018-05/2018-05-06/2018-05-06_1100_US_CNN_New_Day_Sunday.mp4,./snippets/2018-05-06_1100_US_CNN_New_Day_Sunday_2599.27-2629.27_Carmen_Gentile.mp4,2599.27,2629.27,Carmen_Gentile,male,43,finished
2018-05-06_1100_US_CNN_New_Day_Sunday,/mnt/rds/redhen/gallina/tv/2018/2018-05/2018-05-06/2018-05-06_1100_US_CNN_New_Day_Sunday.mp4,./snippets/2018-05-06_1100_US_CNN_New_Day_Sunday_2638.3-2655.7_Carmen_Gentile.mp4,2638.3,2655.7,Carmen_Gentile,male,43,finished
2018-05-06_1100_US_CNN_New_Day_Sunday,/mnt/rds/redhen/gallina/tv/2018/2018-05/2018-05-06/2018-05-06_1100_US_CNN_New_Day_Sunday.mp4,./snippets/2018-05-06_1100_US_CNN_New_Day_Sunday_2667.86-2687.97_Carmen_Gentile.mp4,2667.86,2687.97,Carmen_Gentile,male,43,finished
2018-05-06_1100_US_CNN_New_Day_Sunday,/mnt/rds/redhen/gallina/tv/2018/2018-05/2018-05-06/2018-05-06_1100_US_CNN_New_Day_Sunday.mp4,./snippets/2018-05-06_1100_US_CNN_New_Day_Sunday_2702.7100000000005-2732.71_Carmen_Gentile.mp4,2702.7100000000000,2732.71,Carmen_Gentile,male,43,finished
2018-05-06_1100_US_CNN_New_Day_Sunday,/mnt/rds/redhen/gallina/tv/2018/2018-05/2018-05-06/2018-05-06_1100_US_CNN_New_Day_Sunday.mp4,./snippets/2018-05-06_1100_US_CNN_New_Day_Sunday_2740.84-2770.84_Carmen_Gentile.mp4,2740.84,2770.84,Carmen_Gentile,male,43,finished
2018-05-06_1100_US_CNN_New_Day_Sunday,/mnt/rds/redhen/gallina/tv/2018/2018-05/2018-05-06/2018-05-06_1100_US_CNN_New_Day_Sunday.mp4,./snippets/2018-05-06_1100_US_CNN_New_Day_Sunday_2806.940001-2836.940001_Carmen_Gentile.mp4,2806.940001,2836.940001,Carmen_Gentile,male,43,finished
2018-03-20_0000_US_CNN_Anderson_Cooper_360,/mnt/rds/redhen/gallina/tv/2018/2018-03/2018-03-20/2018-03-20_0000_US_CNN_Anderson_Cooper_360.mp4,./snippets/2018-03-20_0000_US_CNN_Anderson_Cooper_360_1857.98-1868.63_Alexander_Nix.mp4,1857.98,1868.63,Alexander_Nix,male,42,finished
2018-03-20_2000_US_CNN_The_Lead_With_Jake_Tapper,/mnt/rds/redhen/gallina/tv/2018/2018-03/2018-03-20/2018-03-20_2000_US_CNN_The_Lead_With_Jake_Tapper.mp4,./snippets/2018-03-20_2000_US_CNN_The_Lead_With_Jake_Tapper_1698.47-1711.19_Alexander_Nix.mp4,1698.47,1711.19,Alexander_Nix,male,42,finished
2018-03-20_2000_US_CNN_The_Lead_With_Jake_Tapper,/mnt/rds/redhen/gallina/tv/2018/2018-03/2018-03-20/2018-03-20_2000_US_CNN_The_Lead_With_Jake_Tapper.mp4,./snippets/2018-03-20_2000_US_CNN_The_Lead_With_Jake_Tapper_1811.65-1822.28_Alexander_Nix.mp4,1811.65,1822.28,Alexander_Nix,male,42,finished
2018-03-20_2000_US_CNN_The_Lead_With_Jake_Tapper,/mnt/rds/redhen/gallina/tv/2018/2018-03/2018-03-20/2018-03-20_2000_US_CNN_The_Lead_With_Jake_Tapper.mp4,./snippets/2018-03-20_2000_US_CNN_The_Lead_With_Jake_Tapper_1831.94-1836.07_Alexander_Nix.mp4,1831.94,1836.07,Alexander_Nix,male,42,finished
2018-02-10_0100_US_CNN_Anderson_Cooper_360,/mnt/rds/redhen/gallina/tv/2018/2018-02/2018-02-10/2018-02-10_0100_US_CNN_Anderson_Cooper_360.mp4,./snippets/2018-02-10_0100_US_CNN_Anderson_Cooper_360_1517.86-1536.57_Scott_Jennings.mp4,1517.86,1536.57,Scott_Jennings,male,40,finished
2018-02-10_0200_US_CNN_Anderson_Cooper_360,/mnt/rds/redhen/gallina/tv/2018/2018-02/2018-02-10/2018-02-10_0200_US_CNN_Anderson_Cooper_360.mp4,./snippets/2018-02-10_0200_US_CNN_Anderson_Cooper_360_1185.99-1205.99_Scott_Jennings.mp4,1185.99,1205.99,Scott_Jennings,male,40,finished
